Epoch,Training Loss,Validation Loss,Learning Rate
146,17.47373152536059,14.89622694348532,0.0014449999999999999
147,17.92741596887982,14.957445182497539,0.0014449999999999999
148,17.917912165323894,15.26226564437624,0.0014449999999999999
149,17.477836442372155,13.219585150007218,0.0014449999999999999
150,17.628898817395406,13.322914554959251,0.0014449999999999999
151,17.78948770250593,14.253656447879852,0.0014449999999999999
152,17.157565510462202,13.686486721038818,0.0014449999999999999
153,17.787922798641144,13.40333632817344,0.0014449999999999999
154,17.414802626957968,14.5922058044918,0.0014449999999999999
155,17.295420692080544,14.721593735710023,0.0014449999999999999
156,17.32360273694235,13.838373373425195,0.0014449999999999999
157,17.520370574224565,13.755904704805404,0.0014449999999999999
158,16.788437888735817,13.82793164631677,0.0014449999999999999
159,17.055505328708225,14.079789736914256,0.0014449999999999999
160,17.198664695497545,14.034158687742929,0.0014449999999999999
161,17.299178486778622,14.565476966282677,0.0014449999999999999
162,16.53746025146,14.075274293384854,0.0014449999999999999
163,16.573791670420814,14.726740284571571,0.0014449999999999999
164,16.70558644854833,13.114716158972847,0.0014449999999999999
165,16.63026490287175,14.223948985811264,0.0014449999999999999
166,17.373785185435462,16.59240884629507,0.0014449999999999999
167,17.428883128696018,14.335572008102659,0.0014449999999999999
168,16.678301720392135,14.633637458559067,0.0014449999999999999
169,17.126393091110955,13.436488227238732,0.0014449999999999999
170,16.71447946154882,13.244580488356332,0.0014449999999999999
171,16.285303494286914,13.820069933694507,0.0014449999999999999
172,16.618546243697878,14.85483479878259,0.0014449999999999999
173,16.72487096937876,14.48462300073533,0.0014449999999999999
174,16.260490235828218,13.257127784547352,0.0014449999999999999
175,17.03556443774511,14.70878463321262,0.0014449999999999999
176,15.867641676039923,16.78139739566379,0.0014449999999999999
177,16.116693178812664,12.711570149376278,0.0014449999999999999
178,16.323045473250133,15.502492503514366,0.0014449999999999999
179,16.168671047876753,15.113270827702113,0.0014449999999999999
180,15.67436775328621,13.755057819305904,0.0014449999999999999
181,15.80948978000217,12.645736558096749,0.0014449999999999999
182,15.638996230231392,13.841922003125388,0.0014449999999999999
183,15.437803904215494,12.670416230247135,0.0014449999999999999
184,15.665992767091781,13.89660744439988,0.0014449999999999999
185,15.859387246389238,13.944741635095506,0.0014449999999999999
186,15.638677748422774,13.286508726695228,0.0014449999999999999
187,15.98223839108906,16.111248319111173,0.0014449999999999999
188,15.759043436201791,13.931265611497183,0.0014449999999999999
189,15.782051646520221,12.179369457184322,0.0014449999999999999
190,15.56679295736646,12.00225868111565,0.0014449999999999999
191,15.486905037410676,13.284109978448777,0.0014449999999999999
192,14.943116203187005,13.683044660659064,0.0014449999999999999
193,15.891352365887354,12.187989685270521,0.0014449999999999999
194,15.214685137309726,13.29454339496673,0.0014449999999999999
195,14.615859833974687,12.372290974571591,0.0014449999999999999
196,14.804418427603585,12.459765207199823,0.0014449999999999999
197,15.379684236314562,11.375270669422452,0.0014449999999999999
198,14.961039164709666,12.753997537824842,0.0014449999999999999
199,14.717584292093912,11.96614374433245,0.0014449999999999999
200,14.573494805230034,12.645543159000457,0.0014449999999999999
201,14.52925177225991,12.186008097633483,0.0014449999999999999
202,14.747387598431299,12.207582519167946,0.0014449999999999999
203,14.573259338500007,12.721591181225246,0.0014449999999999999
204,14.657079212249272,11.39593067244878,0.0014449999999999999
205,14.411047345116025,13.65754186539423,0.0014449999999999999
206,14.409094840761215,12.224476776425801,0.0014449999999999999
207,14.854843336438377,11.780330317361015,0.0014449999999999999
208,14.203287351699103,12.512076283258105,0.0014449999999999999
209,14.08003404405382,12.02973809317937,0.0014449999999999999
210,14.334349632263184,12.459712721052624,0.0014449999999999999
211,14.890099177284846,13.638972736540294,0.0014449999999999999
212,14.037750637720501,11.675924361698211,0.0014449999999999999
213,14.270326992822072,12.61346863943433,0.00122825
214,14.001795163230291,11.134152155073862,0.00122825
215,13.70854962061322,10.631323549482557,0.00122825
216,13.464872647845556,13.373535201663064,0.00122825
217,14.064752124604725,11.037700085412888,0.00122825
218,13.656772356184701,12.056940646398635,0.00122825
219,13.503220058622814,11.133359867428977,0.00122825
220,13.507390567234584,12.538277580624534,0.00122825
221,13.716687217591302,11.628564808103773,0.00122825
222,13.50898570106143,11.996767615515088,0.00122825
223,13.806103176540798,11.454648241164191,0.00122825
224,13.518759106832837,11.513197951846653,0.00122825
225,13.509302078731476,11.562662749063401,0.00122825
226,13.318684502253456,12.08968730578347,0.00122825
227,12.927848240685842,11.517152430519225,0.00122825
228,12.988425065600683,11.665161155519032,0.00122825
229,13.536074017721509,10.822096082899305,0.00122825
230,13.47902382744683,11.419331717112708,0.00122825
231,13.068913838220022,10.08135701739599,0.00122825
232,13.225311173333061,10.927822782879783,0.00122825
233,12.909826460338774,11.107311313114469,0.00122825
234,12.93279024154421,11.679437198336162,0.00122825
235,12.933190875583225,10.924123502912975,0.00122825
236,12.721658343360538,10.401604943805271,0.00122825
237,12.792941880604577,11.518450945142716,0.00122825
238,13.043473970322381,12.59590002090212,0.00122825
239,13.24439531659323,11.357295950253805,0.00122825
240,13.008002387152779,11.40126481510344,0.00122825
241,13.402669679550897,11.108485959825062,0.00122825
242,13.386523398142012,10.470643421960256,0.00122825
243,13.041493673173209,10.477007737235418,0.00122825
244,12.738667934659928,11.440833114442372,0.00122825
245,12.787155015127999,10.521145896306114,0.00122825
246,13.158182144165039,10.321322028599088,0.00122825
247,12.73118795667376,12.061256605481345,0.0010440125
248,12.38314051855178,10.25332396371024,0.0010440125
249,12.208176279824878,10.079821756907872,0.0010440125
250,12.136458661821154,9.881056376865931,0.0010440125
251,12.015096588740272,10.685029552096413,0.0010440125
252,11.804726668766566,10.505220326166304,0.0010440125
253,12.165127519577268,9.741719450269427,0.0010440125
254,12.60672360374814,10.281927388811868,0.0010440125
255,11.863263705420115,10.298817346966455,0.0010440125
256,12.284631486922976,10.336344544849698,0.0010440125
257,11.836649455721416,10.10471700865125,0.0010440125
258,12.29459974500868,10.199172580052936,0.0010440125
259,11.791901838211786,9.806495034505451,0.0010440125
260,11.8169954239376,10.540754681541806,0.0010440125
261,11.861284891764322,9.835693548596094,0.0010440125
262,11.897423108418783,9.933033110603454,0.0010440125
263,11.884224467807346,10.201308265564935,0.0010440125
264,11.635907869490365,10.203555239571465,0.0010440125
265,11.665659124889071,9.807319504874092,0.0010440125
266,11.42304169185578,9.843726971792796,0.0010440125
267,11.595585565718393,10.609524410868447,0.0010440125
268,11.521574262588743,10.218931398694478,0.0010440125
269,11.368586888388982,9.479478177570162,0.0010440125
270,11.649008380042183,10.011141932199871,0.0010440125
271,11.42375367785257,11.557876711799985,0.0010440125
272,11.518783546629406,9.489127499716622,0.0010440125
273,11.969963028317405,9.865872205249847,0.0010440125
274,11.161551044100808,10.781423985011994,0.0010440125
275,11.532731336260598,10.64479122464619,0.0010440125
276,11.313356338985383,9.5470268574972,0.0010440125
277,11.276527139875624,9.535519705878365,0.0010440125
278,11.044436931610107,9.273179837635585,0.0010440125
279,11.402001312800817,9.586724875465272,0.0010440125
280,11.426919384608192,9.515817759528993,0.0010440125
281,11.090735427916997,9.673495936015296,0.0010440125
282,11.022102189442467,9.991941720720321,0.0010440125
283,11.162592660813104,10.228109806302994,0.0010440125
284,10.909831644996764,10.279318438635933,0.0010440125
285,11.014600867316837,8.87418520261371,0.0010440125
286,11.30360125738477,9.373964498913477,0.0010440125
287,11.105456163012793,10.264733507519676,0.0010440125
288,11.09935176183307,9.12859420549302,0.0010440125
289,10.84214442873758,9.42331527906751,0.0010440125
290,10.919903081560891,9.274072851453509,0.0010440125
291,10.969413447001624,9.838887150325473,0.0010440125
292,10.973914297800215,9.605292316467043,0.0010440125
293,10.462121933225601,9.747705251451523,0.0010440125
294,10.818486622401647,8.806862252099174,0.0010440125
295,10.643738141135564,9.845484862251887,0.0010440125
296,10.971217813945952,9.629565916364156,0.0010440125
297,10.690534705207462,9.20899862713284,0.0010440125
298,10.591048535846529,9.642624843688239,0.0010440125
299,11.164524956355018,9.447741126257275,0.0010440125
300,10.776022017948211,9.209080915602426,0.0010440125
301,10.927980551643977,9.897457554226829,0.0010440125
302,10.632359784746926,9.477206937850468,0.0010440125
303,10.663094868735662,8.795384781701225,0.0010440125
304,10.646099294934954,8.903931916706146,0.0010440125
305,10.545789847298273,9.87033634337168,0.0010440125
306,10.33212767706977,9.20114607281155,0.0010440125
307,10.63522786185855,9.447533414477395,0.0010440125
308,10.601095729404026,9.702152392220876,0.0010440125
309,10.485796307760571,9.319276329070803,0.0010440125
310,10.205169216034905,9.191780684486268,0.0010440125
311,10.147762639181954,10.051898430264185,0.0010440125
312,10.319921750870963,9.771649470404974,0.0010440125
313,10.48334917189583,8.521609238215856,0.0010440125
314,10.62201194157676,9.81075898806254,0.0010440125
315,10.412265981946673,9.714479930817134,0.0010440125
316,10.239054695008294,9.12060338731796,0.0010440125
317,10.293376990727015,9.36952295000591,0.0010440125
318,10.230293569110689,9.899311080811517,0.0010440125
319,10.07850872524201,9.02630054761493,0.0010440125
320,10.199103960915217,9.144194326703511,0.0010440125
321,10.381528952765086,8.804266430082775,0.0010440125
322,10.086228287409222,8.6919844112699,0.0010440125
323,10.125862106444343,9.347079742522467,0.0010440125
324,9.937724567594982,8.6279196777041,0.0010440125
325,10.23300698446849,9.021640068008786,0.0010440125
326,10.009239098382375,9.057597497152903,0.0010440125
327,10.103613323635525,8.831933426478553,0.0010440125
328,10.104202951703753,9.106605431390188,0.0010440125
329,9.785600208100819,9.347500316680424,0.0008874106249999999
330,9.725195975530715,8.702739234954592,0.0008874106249999999
331,9.671757652646018,8.970741763947503,0.0008874106249999999
332,9.724119201539056,8.700502081522865,0.0008874106249999999
333,9.545113442436097,8.747030939374651,0.0008874106249999999
334,9.319985488104441,8.696071730719673,0.0008874106249999999
335,9.852510187360975,8.614723945420886,0.0008874106249999999
336,9.87448511426411,8.751458205874004,0.0008874106249999999
337,9.883268326047867,8.624212673732213,0.0008874106249999999
338,9.729797900669158,8.354959771746682,0.0008874106249999999
339,9.798359833066426,9.888951865453569,0.0008874106249999999
340,9.72083258250403,8.407825670545064,0.0008874106249999999
341,9.863871150546604,8.133806811438667,0.0008874106249999999
342,9.573950358799525,9.461556665481083,0.0008874106249999999
343,9.76912970769973,9.233396401481023,0.0008874106249999999
344,9.566404834626214,8.623516423361641,0.0008874106249999999
345,9.834281013125466,7.878507012412662,0.0008874106249999999
346,9.54016385759626,8.86206993602571,0.0008874106249999999
347,9.943299944438632,8.658342815580822,0.0008874106249999999
348,9.746680093190026,8.558138010993837,0.0008874106249999999
349,9.589022780221606,8.73403813346984,0.0008874106249999999
350,9.157331360710991,8.574184553963798,0.0008874106249999999
351,9.453743783254472,8.8397522445709,0.0008874106249999999
352,9.659168742951893,9.240488287002321,0.0008874106249999999
353,9.488458315531412,8.889541673281837,0.0008874106249999999
354,9.64540719985962,8.73750468852028,0.0008874106249999999
355,9.282266306498695,8.069639675200932,0.0008874106249999999
356,9.592009362720308,8.557541075206938,0.0008874106249999999
357,9.45509842463902,8.835400848161607,0.0008874106249999999
358,9.147440448639886,8.50968040738787,0.0008874106249999999
359,9.440137772333054,9.039526087897164,0.0008874106249999999
360,9.39638574539669,8.329272648644826,0.0008874106249999999
361,9.43223934324961,8.449517991807726,0.0007542990312499999
362,9.154175750792973,8.172326897817944,0.0007542990312499999
363,9.334559425475105,8.416927390628391,0.0007542990312499999
364,9.28555686890133,8.15438397346981,0.0007542990312499999
365,8.795257008264935,8.214776478116475,0.0007542990312499999
366,9.239955084664482,7.931237901960101,0.0007542990312499999
367,9.242020659976536,8.593140306926909,0.0007542990312499999
368,9.32185613541376,8.165255387624105,0.0007542990312499999
369,8.85293728207785,8.721288578850883,0.0007542990312499999
370,9.025139702690971,7.913896560668945,0.0007542990312499999
371,9.126051524328807,8.39328286382887,0.0007542990312499999
372,9.008659370361812,8.853440765350584,0.0007542990312499999
373,9.18412356906467,8.460656658051507,0.0007542990312499999
374,9.265510649908157,8.09277263898698,0.0007542990312499999
375,8.994730464995854,8.047452684432741,0.0007542990312499999
376,9.084146317981538,7.970269278874473,0.0007542990312499999
377,8.640068864065503,8.121641631164248,0.0006411541765624999
378,8.936133536081465,8.028049363030327,0.0006411541765624999
379,8.914078402140785,8.067067244696238,0.0006411541765624999
380,8.82973848070417,8.763386022476922,0.0006411541765624999
381,8.738863294086759,7.6433005673544745,0.0006411541765624999
382,8.894288653419132,7.830489438677591,0.0006411541765624999
383,8.977928305429126,8.50859704850212,0.0006411541765624999
384,8.6398985423739,7.851450935242668,0.0006411541765624999
385,8.790105895390587,7.982960859934489,0.0006411541765624999
386,8.788315099383157,7.92681688732571,0.0006411541765624999
387,8.641659547412207,7.997906904371958,0.0006411541765624999
388,8.679275588383751,8.166137649899436,0.0006411541765624999
389,8.567496882544624,8.319131457616413,0.0006411541765624999
390,8.680809452420188,7.803642674097939,0.0006411541765624999
391,8.880759216490246,8.062294036623031,0.0006411541765624999
392,8.73303722956824,7.86447528808836,0.0006411541765624999
393,8.908527048807295,8.191155634229146,0.0006411541765624999
394,8.92414451023889,8.113763782713148,0.0006411541765624999
395,8.904406108553447,7.92980454460023,0.0006411541765624999
396,8.707971186864944,8.172716345105853,0.0006411541765624999
397,8.610699169219487,8.004666426825144,0.0005449810500781249
398,8.523149263291131,7.8831969064379495,0.0005449810500781249
399,8.539276229010689,7.91648268699646,0.0005449810500781249
400,8.763582403697665,8.096400266601925,0.0005449810500781249
401,8.522230927906339,7.986186144843934,0.0005449810500781249
402,8.661923499334426,7.857817676332262,0.0005449810500781249
403,8.592055101243277,8.110689901170277,0.0005449810500781249
404,8.675675763024223,7.389382494820489,0.0005449810500781249
405,8.28740558170137,7.862733689565507,0.0005449810500781249
406,8.369708871084546,7.998835813431513,0.0005449810500781249
407,8.440785370175801,7.961566296834794,0.0005449810500781249
408,8.541175039987715,7.58185979487404,0.0005449810500781249
409,8.534400114937434,7.8792738403592795,0.0005449810500781249
410,8.292688982827324,8.149206180421134,0.0005449810500781249
411,8.385880984957256,7.7607697116004095,0.0005449810500781249
412,8.528399755084326,8.13727429178026,0.0005449810500781249
413,8.53935103946262,8.156589878929985,0.0005449810500781249
414,8.56321196329026,7.797798011038038,0.0005449810500781249
415,8.481378562866695,7.941170166409205,0.0005449810500781249
416,8.373878774188814,8.004688069933938,0.0005449810500781249
417,8.36592858178275,8.021706692756169,0.0005449810500781249
418,8.452489656115334,8.16937962410942,0.0005449810500781249
419,8.438402153196789,8.344971410811894,0.0005449810500781249
420,8.574984981900169,8.039007347727578,0.0004632338925664061
421,8.49814478556315,7.904115113001021,0.0004632338925664061
422,8.348931365542942,7.788366037701803,0.0004632338925664061
423,8.336651393345424,7.637781507439083,0.0004632338925664061
424,8.36415041817559,7.828101294381278,0.0004632338925664061
425,8.090155896686372,7.445129822170924,0.0004632338925664061
426,8.277915629129561,7.729696603048415,0.0004632338925664061
427,8.179028715406146,8.065725500621493,0.0004632338925664061
428,8.163680439903622,7.650261341579377,0.0004632338925664061
429,8.234598485250322,7.85532870368352,0.0004632338925664061
430,7.934866844661652,7.394075026587834,0.0004632338925664061
431,8.348773948729985,7.697107977337307,0.0004632338925664061
432,8.265100622934009,7.648521188705686,0.0004632338925664061
433,8.374365723322308,7.502376616947235,0.0004632338925664061
434,8.302288956112331,7.6087701396336636,0.0004632338925664061
435,8.183743711501833,7.4723006543659025,0.0004632338925664061
436,8.139285276806543,7.558788189812312,0.0003937488086814452
437,8.179660274868919,7.661273490814936,0.0003937488086814452
438,8.142859360528371,7.373782422807482,0.0003937488086814452
439,8.18007687159947,7.422076766453092,0.0003937488086814452
440,8.174377055395217,7.654717674331059,0.0003937488086814452
441,8.08258569051349,7.385926121757144,0.0003937488086814452
442,7.959712028503418,7.717172418321882,0.0003937488086814452
443,8.063665102398584,7.489035121978275,0.0003937488086814452
444,8.039731071108864,7.627359916293432,0.0003937488086814452
445,8.277734150962225,7.640637503729926,0.0003937488086814452
446,8.060807326483348,7.559088483689323,0.0003937488086814452
447,8.096552682301354,7.684087499739632,0.0003937488086814452
448,8.150039377666655,7.352827887686472,0.0003937488086814452
449,7.982726301465716,8.05593598835052,0.0003937488086814452
450,8.045717125847226,7.4634763475448365,0.0003937488086814452
451,8.038701526702397,7.549921936459011,0.0003937488086814452
452,8.175817572881305,7.595024525173127,0.0003937488086814452
453,8.164729534633576,7.242245698732043,0.0003937488086814452
454,8.05882227610028,7.280861812924582,0.0003937488086814452
455,8.057726799495637,7.5714531815241255,0.0003937488086814452
456,8.094627160874625,7.386410336645823,0.0003937488086814452
457,8.127990419902499,7.3072798327794155,0.0003937488086814452
458,8.065196710919578,7.712571465779865,0.0003937488086814452
459,8.046819512806241,7.497804865004524,0.0003937488086814452
460,7.89214597429548,7.610988380416991,0.0003937488086814452
461,7.959237007867722,7.648225576158554,0.0003937488086814452
462,7.852434733557323,7.39776505175091,0.0003937488086814452
463,7.865412954300169,7.090408257075718,0.0003937488086814452
464,7.988272750188434,7.546890228513687,0.0003937488086814452
465,7.824433364565411,7.290490067194378,0.0003937488086814452
466,8.010083925156366,7.349352747674972,0.0003937488086814452
467,7.8670312942020475,7.514265348040868,0.0003937488086814452
468,7.9614873310876275,7.62683962261866,0.0003937488086814452
469,8.039853429037427,7.077438924047682,0.0003937488086814452
470,7.777147928873698,7.2161026076665005,0.0003937488086814452
471,8.177269261980813,7.1784005392165415,0.0003937488086814452
472,7.884076254708426,7.257788045065744,0.0003937488086814452
473,8.091408911205473,7.601930576657492,0.0003937488086814452
474,7.888094841487824,8.16833495904529,0.0003937488086814452
475,7.9208246109977605,7.6541450004729015,0.0003937488086814452
476,7.8856542526729525,7.459278110473875,0.0003937488086814452
477,8.034896381317623,7.385096078827267,0.0003937488086814452
478,8.049599155547126,7.364087750041295,0.0003937488086814452
479,7.863515225667802,7.734656765347435,0.0003937488086814452
480,7.883784339541481,7.536590557249766,0.0003937488086814452
481,7.851895536695208,7.523607140495663,0.0003937488086814452
482,7.860710045647999,7.610202789306641,0.0003937488086814452
483,7.826005186353411,7.883367010525295,0.0003937488086814452
484,7.987146506233821,7.257039963252961,0.0003937488086814452
485,7.731042718130444,7.46732545277429,0.0003346864873792284
486,7.873028861151801,7.322505250809685,0.0003346864873792284
487,7.927314024122935,7.180691285738869,0.0003346864873792284
488,7.616067523048038,7.613825552047245,0.0003346864873792284
489,7.824348010714092,7.490766025724865,0.0003346864873792284
490,7.84550092333839,7.139284300425696,0.0003346864873792284
491,7.8184676851545065,7.405630261179001,0.0003346864873792284
492,7.908958185286749,7.7570626527544055,0.0003346864873792284
493,7.91973674864996,7.406836642159356,0.0003346864873792284
494,7.86640915794978,7.422003448955596,0.0003346864873792284
495,7.771175354246109,7.747137626012166,0.0003346864873792284
496,7.6543637987167115,7.128772640985156,0.0003346864873792284
497,7.957009482005286,7.2316077966538685,0.0003346864873792284
498,7.6567272080315485,7.3462553402734185,0.0003346864873792284
499,7.7135990839155895,7.269756850742159,0.0003346864873792284
500,7.827617410629514,7.3126760929349865,0.0003346864873792284
501,8.0398771952069,7.346448069527035,0.00028448351427234414
502,7.796581760285393,7.170934304358467,0.00028448351427234414
503,7.663313335842556,7.035104626700992,0.00028448351427234414
504,7.601139908745175,7.153040435579088,0.00028448351427234414
505,7.680653609926739,7.240557144558619,0.00028448351427234414
506,7.704249238211011,7.186415517140949,0.00028448351427234414
507,7.738670561048719,7.223346859689743,0.00028448351427234414
508,7.905668652246868,7.079814038579426,0.00028448351427234414
509,7.75604450135004,7.089732665864248,0.00028448351427234414
510,7.827038469768706,7.1094162161388095,0.00028448351427234414
511,7.5899455433800105,7.001284345747933,0.00028448351427234414
512,7.634555763668484,7.352807639137147,0.00028448351427234414
513,7.850258123307001,7.313286588305519,0.00028448351427234414
514,7.512742004697285,7.29226479454646,0.00028448351427234414
515,7.649521532512846,7.443832671831524,0.00028448351427234414
516,7.524852238004169,7.044690911732022,0.00028448351427234414
517,7.789810490986658,7.055884476691958,0.00028448351427234414
518,7.6161502202351885,7.329181877393571,0.00028448351427234414
519,7.522230125608898,7.297200388378567,0.00028448351427234414
520,7.586953829205226,7.095855413921296,0.00028448351427234414
521,7.567547116960798,7.2230508176107255,0.00028448351427234414
522,7.534982507191007,7.081226424565391,0.00028448351427234414
523,7.525715873354957,6.945621202862452,0.00028448351427234414
524,7.577522205928015,7.288648821058727,0.00028448351427234414
525,7.679834282587445,7.497290826979137,0.00028448351427234414
526,7.5898140498570035,7.320532836611309,0.00028448351427234414
527,7.702825031583271,7.26389757792155,0.00028448351427234414
528,7.790865587809729,7.168355317342849,0.00028448351427234414
529,7.6776607150123235,7.379495435290867,0.00028448351427234414
530,7.566613492511568,7.149513244628906,0.00028448351427234414
531,7.677530258420914,7.259787218911307,0.00028448351427234414
532,7.512920031471858,7.273402543294997,0.00028448351427234414
533,7.453648158482143,7.233287237939381,0.00028448351427234414
534,7.651307492029099,7.2560642257569326,0.00028448351427234414
535,7.63688347831605,7.370160065000019,0.00028448351427234414
536,7.758066676911854,7.411555604329185,0.00028448351427234414
537,7.573903833116804,7.207242326130943,0.00028448351427234414
